consent_resp.keys,consent_resp.rt,participant,session,Age,date,expName,psychopyVersion,OS,frameRate,overview_resp.keys,overview_resp.rt,Pracstudy_resp.keys,Pracstudy_resp.rt,IndoorOutdoor_resp.keys,IndoorOutdoor_resp.corr,IndoorOutdoor_resp.rt,pracstudy_loop.thisRepN,pracstudy_loop.thisTrialN,pracstudy_loop.thisN,pracstudy_loop.thisIndex,pracstudy_loop.ran,scene_pracstudy,scene_pracstudy_corr,probe,phase,practest_instruct_resp.keys,practest_instruct_resp.rt,practest_instruct_loop.thisRepN,practest_instruct_loop.thisTrialN,practest_instruct_loop.thisN,practest_instruct_loop.thisIndex,practest_instruct_loop.ran,Practest_instruct_resp2.keys,Practest_instruct_resp2.rt,OldNew_resp.keys,OldNew_resp.corr,OldNew_resp.rt,PracTest_RK_resp.keys,practest_loop.thisRepN,practest_loop.thisTrialN,practest_loop.thisN,practest_loop.thisIndex,practest_loop.ran,scene_practest,scene_practest_corr,PracTest_RK_resp.rt,PracEnd_resp.keys,PracEnd_resp.rt,StartExp_resp.keys,StartExp_resp.rt,StudyInstruct_resp.keys,StudyInstruct_resp.rt,Study_IndoorOutdoor_resp.keys,Study_IndoorOutdoor_resp.corr,Study_IndoorOutdoor_resp.rt,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,scene_study,scene_study_corr,block,studyscene_number,TestInstruct_resp.keys,TestInstruct_resp.rt,Test_OldNew_resp.keys,Test_OldNew_resp.corr,Test_OldNew_resp.rt,Test_RK_resp.keys,Test_RK_resp.rt,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,scene_test,scene_test_corr,testscene_number,End_Exp_resp.keys,End_Exp_resp.rt
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,right,0.1058,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,right,0.1371,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,,,,,,,,space,3.7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,practest,,,,,,,,,,n,1,2.9385,,0,0,0,2,1,prac_stimuli/pracscene/brickroad_V1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,practest,,,,,,,,,,n,0,2.3752,,0,1,1,4,1,prac_stimuli/pracscene/basketballschool_V1.jpg,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,practest,,,,,,,,,,b,0,0.6835,r,0,2,2,5,1,prac_stimuli/pracscene/bath_V2.jpg,n,2.1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,practest,,,,,,,,,,n,1,0.6166,,0,3,3,0,1,prac_stimuli/pracscene/africaslums_V1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,practest,,,,,,,,,,n,0,0.7881,,0,4,4,1,1,prac_stimuli/pracscene/air_V1.jpg,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,practest,,,,,,,,,,n,1,2.5377,,0,5,5,3,1,prac_stimuli/pracscene/bike_V1.jpg,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.7557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.0189,o,1,1.7217,0,0,0,1,1,stimuli/scene/beach_V1.jpg,o,2,2,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,1.3248,0,1,1,3,1,stimuli/scene/bridge_V2.jpg,o,2,4,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,0,0.99,0,2,2,5,1,stimuli/scene/butcher_V2.jpg,i,2,6,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7949,0,3,3,4,1,stimuli/scene/buffet_V2.jpg,i,2,5,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,0.958,0,4,4,0,1,stimuli/scene/barn_V2.jpg,o,2,1,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8375,0,5,5,2,1,stimuli/scene/bed_V2.jpg,i,2,3,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,space,1.3026,b,0,1.6271,r,0.7056,0,0,0,0,1,stimuli/scene/barn_V1.jpg,n,1,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,b,0,1.1324,k,0.6032,0,1,1,5,1,stimuli/scene/butcher_V1.jpg,n,6,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,b,1,1.3149,r,0.3278,0,2,2,4,1,stimuli/scene/buffet_V2.jpg,b,5,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,n,1,1.7089,,,0,3,3,3,1,stimuli/scene/cactus_V2.jpg,n,4,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,n,0,1.7805,,,0,4,4,1,1,stimuli/scene/beach_V1.jpg,b,2,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,n,1,0.6581,,,0,5,5,2,1,stimuli/scene/cattlefarm_V2.jpg,n,3,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.7522,o,1,1.9107,0,0,0,0,1,stimuli/scene/barn_V2.jpg,o,3,1,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8867,0,1,1,4,1,stimuli/scene/buffet_V2.jpg,i,3,5,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.967,0,2,2,5,1,stimuli/scene/butcher_V2.jpg,i,3,6,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5981,0,3,3,2,1,stimuli/scene/bed_V2.jpg,i,3,3,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,0.6712,0,4,4,3,1,stimuli/scene/bridge_V2.jpg,o,3,4,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.5895,0,5,5,1,1,stimuli/scene/beach_V1.jpg,o,3,2,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,space,1.4416,b,0,1.5957,r,0.4527,0,0,0,0,1,stimuli/scene/barn_V1.jpg,n,1,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,n,1,0.6873,,,0,1,1,2,1,stimuli/scene/cattlefarm_V2.jpg,n,3,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,b,1,0.9086,r,0.2952,0,2,2,1,1,stimuli/scene/beach_V1.jpg,b,2,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,n,1,1.3849,,,0,3,3,3,1,stimuli/scene/cactus_V2.jpg,n,4,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,b,1,0.9662,k,1.4402,0,4,4,4,1,stimuli/scene/buffet_V2.jpg,b,5,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,b,0,1.0431,r,0.8578,0,5,5,5,1,stimuli/scene/butcher_V1.jpg,n,6,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.3794,i,1,2.487,0,0,0,2,1,stimuli/scene/bed_V2.jpg,i,1,3,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,0.5902,0,1,1,0,1,stimuli/scene/barn_V2.jpg,o,1,1,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,1.163,0,2,2,3,1,stimuli/scene/bridge_V2.jpg,o,1,4,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,2.5343,0,3,3,4,1,stimuli/scene/buffet_V2.jpg,i,1,5,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.887,0,4,4,5,1,stimuli/scene/butcher_V2.jpg,i,1,6,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,study,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,1.0016,0,5,5,1,1,stimuli/scene/beach_V1.jpg,o,1,2,,,,,,,,,,,,,,,,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,space,1.2679,b,0,1.8551,k,1.1522,0,0,0,0,1,stimuli/scene/barn_V1.jpg,n,1,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,lure,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,n,1,1.5565,,,0,1,1,5,1,stimuli/scene/butcher_V1.jpg,n,6,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,b,1,2.5471,r,1.1613,0,2,2,1,1,stimuli/scene/beach_V1.jpg,b,2,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,target,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,b,1,2.9676,r,2.1683,0,3,3,4,1,stimuli/scene/buffet_V2.jpg,b,5,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,n,1,0.6531,,,0,4,4,2,1,stimuli/scene/cattlefarm_V2.jpg,n,3,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,foil,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,n,1,0.7043,,,0,5,5,3,1,stimuli/scene/cactus_V2.jpg,n,4,,
,,786438,1,Young,2023-11-18_21h03.08.361,Scene_Recog_Nov10,2022.2.2,MacIntel,120.0048002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.4865
